symbol	CYFZ_PBMC	FY2H_PBMC	FLWA_PBMC	X453W_PBMC	X684C_PBMC	CZJE_PBMC	DZQV_PBMC	X925L_PBMC	X9JD4_PBMC	G4YW_PBMC	X4DUY_PBMC	X36TS_PBMC	CR3L_PBMC
PGAP2	21.11195577	18.07986807	29.64411059	27.12812868	27.7810132	23.01012282	20.14067989	21.55115517	24.82197796	28.57578203	21.81774313	23.16946414	19.90812851
PGAP3	15.88005	20.362177	19.3411073	22.5406537	16.640785	12.180411	12.13131203	14.13028001	10.8923911	13.332267	11.352217	7.858126889	14.431694
PGBD2	9.64763	11.42622	14.95727	11.13689	17.4533	6.01737	6.8389	17.60181	18.67448	13.52227	14.8556	7.37802	13.14868
PGBD4	1.67956	1.54314	1.58368	2.63971	1.87217	1.13013	1.45406	2.05342	2.25276	1.24817	1.2863	1.19599	1.78665
PGD	145.25016	222.140886	186.89663	211.616481	149.78301	194.077	221.517394	229.810503	182.03285	227.051758	222.33788	252.469539	147.247397
PGF	0.1222	1.153599	0.445368886	1.516137	0.0284897	1.66962722	0.13647	0.0925293	0.23541692	0	0.7660605	0.128171	0.187611
PGGT1B	28.74057	36.43816	28.11383	23.33583	23.962259	14.6319	17.794218	29.538574	16.890774	20.2916	26.79662	15.04324	30.13537
PGLS	52.92974	31.26158	33.342589	31.075678	40.67319	57.24042	53.0874	61.619708	60.238261	74.288773	52.372487	63.827904	42.406145
PGLYRP2	0.0450393	0.17415	0.0427855	0.0434117	0.445368	0	0.0404427	0.106487	0.0394983	0.0405883	0.0549645	0.0414375	0
PGM1	28.36264	27.988634	34.05928	31.82618	24.0415	27.86041433	14.007867	29.15725	19.03448	24.801652	35.5787	27.8951	23.38601
PGM2	31.97741	42.20321	33.71569	43.50149	32.630526	30.27426	28.451205	31.93213	24.904288	37.96317	31.867588	26.61096	25.53120042
PGM2L1	5.425811	3.797237	4.799568	3.83332	7.153748	2.92585	3.18743	3.66066	4.138603	2.025134	3.89199	4.609834	3.23782
PGM3	24.996695	18.03014021	13.23144537	17.877623	16.199501	6.668492	14.073321	12.308334	9.780276325	35.276937	31.528425	10.230221	13.370981
PGP	0.649415	1.157064	0.479283	0.730353	0.897821	1.083135	1.88034	1.47338	2.87942	2.876853	0.924179	1.1951	0.889132
PGPEP1	4.190018	4.417457	9.395903	6.184431	4.254889	9.595876	7.909757	6.290815	4.44482327	6.395165	5.632171103	7.291570974	8.41983
PGRMC1	79.6748	85.2862	104.219	62.4834	70.98027	79.2691	40.5311	67.9257	83.5835	64.9789	67.598333	72.802	59.95706
PGRMC2	7.289741	5.688773	11.3921365	6.9399702	7.50947	8.9261605	4.5897369	4.2314187	6.3211042	3.640405	2.76651	7.953935	7.187115
PGS1	64.204938	48.546764	63.247634	60.43495759	69.313835	56.120763	49.176544	93.42538	73.876169	60.81343	80.0014711	53.325517	62.557017
PHACTR1	51.258768	66.116305	51.39734	67.51575	56.213347	86.878258	16.838566	23.139789	12.487892	11.410964	17.119295	68.49197	131.81206
PHACTR2	14.457484	18.302296	17.08216707	15.2208617	17.490681	20.540755	14.74068347	10.9578752	13.308954	13.474819	12.012211	11.373386	20.315888
PHACTR4	25.595929	21.990456	13.33415843	30.75125402	24.829386	26.949561	27.320989	24.0258	24.190333	25.863969	20.658623	26.305782	26.10404425
PHAX	81.79999	50.57388	72.75082	60.14172	103.21376	68.5754	49.73693	51.31676	62.60614	78.02849	48.41019	45.31437	39.78269
PHB	77.4912	98.023654	86.662757	97.449448	105.9280708	87.746235	74.133142	78.478328	71.682692	66.170678	66.761492	64.4066801	76.137064
PHB2	112.91596	94.5053	107.013522	118.1493361	113.41036	122.119529	141.17091	121.3946013	134.456859	132.705828	153.870982	141.772445	86.437781
PHC1	8.873526	9.907900309	13.0703945	8.03069	11.28491006	9.402369313	9.01407	12.8541419	10.92669358	11.4615067	14.37669	11.63171878	11.03459
PHC2	4.484571	4.392293	10.889212	10.797737	6.071763	9.192091	7.947107	4.985178	8.185244	12.272065	6.880086545	7.563102	8.108972
PHC3	50.827804	74.488764	39.35009	74.19614	67.22099	63.111569	71.19057	60.852677	52.64265001	65.459847	48.3508236	56.16317	87.2201
PHF1	24.08582	21.270928	54.783078	59.891861	31.742954	30.336251	24.84074	40.8766462	62.00582	48.477052	41.50402	35.13058	53.00714
PHF10	11.66282322	16.24118683	19.96202	20.999471	16.96375574	13.135597	11.694864	18.226433	20.25961003	17.35444	17.5315041	13.06559	16.79501
PHF11	94.549225	103.358323	108.253943	91.657943	101.944451	97.34853995	136.811154	100.018253	121.771071	113.193571	104.27409	78.097054	106.172513
PHF12	24.580347	11.051978	24.172761	27.7784191	24.462005	17.465247	21.078558	21.067001	26.825479	29.910897	19.746461	22.6688542	19.151093
PHF13	2.2714	1.33824	1.91066	1.43472	3.63908	1.64747	4.34363	3.35501	3.54983	3.88391	2.48274	1.68183	2.50485
PHF2	5.32311	6.637508	10.848195	6.228783	4.312682	4.75842	5.62677	3.734906	6.19593	5.61323	2.1639324	3.296243	3.603791
PHF20	100.839192	79.928687	94.12072	120.9234	95.050297	99.23006	67.49138404	83.79046	95.332125	98.748258	77.659047	76.424304	100.179855
PHF20L1	42.750869	45.7974474	64.22994001	43.349327	34.500132	49.575197	25.094378	43.20326263	49.46231408	46.05603272	41.666577	37.411259	52.32482134
PHF21A	39.4262474	42.775961	35.096391	37.761016	49.23343	41.227956	39.550196	53.03596	37.567465	37.2379	49.44833	44.352198	50.013467
PHF23	5.834923	4.57903	7.171393	11.249195	9.602513001	5.162918	6.400355	7.711776397	10.1998238	16.352448	5.89297	3.483278008	2.715949
PHF3	29.588149	24.743565	18.4853133	19.606741	23.5904311	36.930246	28.608371	35.05647	33.059923	33.618083	33.609235	30.100382	37.3334
PHF5A	59.7993	25.75119	33.16205	35.82648	50.06078	65.92226	61.92444	49.845	55.33804	79.69009	64.74295	79.0982	80.55065
PHF6	16.649598	20.794439	13.96420038	22.5754694	18.525717	15.1311517	12.055969	20.206751	15.454077	15.8340084	22.61761	7.765557	14.76741
PHF7	6.574	6.927295	18.302416	15.423595	12.739059	6.045574409	5.05554	11.194972	7.85316	10.46377583	10.238796	7.1328166	9.4482423
PHF8	13.85513	23.022219	16.521853	23.528332	17.693404	10.464168	16.968807	19.969656	11.726701	14.336305	17.37219725	12.375192	11.548769
PHIP	25.85555	31.08808	27.00213	28.30478	26.85744	23.46868	22.38134	27.12346	26.34215	23.06291	21.64147	25.89688	26.30393
PHKA2	24.617251	17.948345	24.162788	25.066125	27.91315	13.387183	26.56978	29.773586	23.879665	22.326285	22.39605	23.088608	29.839501
PHKB	67.63988	68.815399	56.021408	58.192035	68.984692	57.508658	47.037641	70.414441	46.877925	59.194447	63.959841	68.3099788	76.473977
PHKG2	53.5063579	70.325333	70.80909402	86.747832	80.8955	64.8987	65.770021	73.523562	63.00673	75.351429	68.584263	62.828233	72.78118295
PHLDA1	3.39537	1.326987	3.255206273	3.8200054	1.747145	6.514970005	1.733945	1.765449	2.330311	1.032905	0.897818	5.421154	4.312651
PHLDA3	0.190503	0.0753773	0.170411	0.112386	0.22522	0.0633512	0.0698563	0.2520827	0.910999	0.405729	0.0556011	0.43598	0.180828
PHLDB1	5.27540557	5.9002449	4.295766	4.2441014	3.3526846	6.784616	3.728391	7.2547841	3.6441927	2.120485	3.16145929	3.599271	9.1543889
PHLDB2	3.119913013	0.47209	3.2633157	4.875488438	3.600930292	6.097279704	3.345018188	3.899050734	2.812458746	4.9911283	3.839738	2.1161826	5.127302656
PHLDB3	9.957622	8.232107	5.66604	20.546139	12.62193	11.42889	9.07141	9.086633	10.45608	8.350701	6.627319	10.771478	12.861879
PHLPP1	2.979386	0.665417	0.990344	1.0821346	0.4549629	1.339175	1.272503	0.462053	1.480341	1.633887	0.78829	3.605119	3.267498
PHLPP2	1.9178588	1.965342	1.7213448	1.83986	2.036098	2.315407	1.8915671	1.969493	1.33898	1.546047	1.48939	1.173527	1.589935
PHOSPHO2	13.316073	4.21785	10.09571125	16.08143407	7.365178	8.681355	8.928411792	13.700687	5.996266	9.5560266	8.761156	9.292307	9.012176
PHPT1	15.7267	21.96945	23.76024	20.58023	15.638645	16.27902	19.81735	12.589587	16.28148	19.19915	18.89848	12.08975	13.27396
PHRF1	1.447136005	0.651783	2.911133	2.42937	1.002081	2.368135	2.313922501	5.143895093	3.882823751	3.8851091	3.51335842	4.560410006	6.29517
PHTF1	17.742462	18.641889	14.599398	17.167008	18.760854	12.753436	8.497367	15.0163436	16.556322	14.9045437	12.424221	10.74452702	17.953173
PHTF2	43.110562	26.548276	20.72657331	30.577255	37.91991196	40.36882	27.27218637	37.15965242	30.793844	30.39251	30.93480508	33.496108	29.23816906
PHYH	12.183099	15.256821	19.01722	12.990989	15.146989	19.99074	9.637703	13.80565275	13.0849024	11.809004	18.12997	18.54666	8.644715
PHYHD1	2.487559	3.692422016	6.003976	2.55307	1.821031	0.636219087	3.7038923	4.444609	2.641366	7.9892021	2.47202	0.498646	3.9655621
PHYKPL	88.04573	121.94052	137.79565	140.84523	116.513397	93.521734	104.0614	127.79471	109.0612	113.147074	117.265955	97.667797	131.72794
PI16	3.83898	2.883464	4.7577	7.5772	9.75472	6.42791	5.27085	6.50177	7.30414	9.72632	5.88927	7.34929	1.96799
PI4K2A	3.14073	5.4151	11.3571	9.85222	5.88492	7.9289	2.51814	4.05835	5.73001	6.71036	1.99742	6.72335	7.75925
PI4K2B	2.9231	3.2252	3.0785	3.06962	2.51194	3.68695	3.94597	3.34946	3.43745	1.66876	1.78465	2.70529	2.18813
PI4KA	45.191102	27.250146	55.4505751	55.45214	38.3243613	55.120122	44.175404	55.901584	60.1597676	60.2361223	49.205882	56.986153	70.754913
PI4KB	71.633112	97.36089	80.705584	84.78123	94.72491	66.419672	81.963573	85.387423	71.05714001	54.938983	76.96831	67.931567	85.314913
PIAS1	83.413824	113.191274	121.77759	119.548436	112.26058	94.16855	92.416963	98.57955	84.736738	83.940932	72.129823	90.869028	109.356094
PIAS2	7.178539	17.37656671	22.032671	21.78144	24.586416	9.223222082	10.150263	16.648906	15.853446	20.310998	13.641071	12.450146	28.449404
PIAS3	29.34819344	22.727487	38.599967	40.82097068	35.3366105	22.71559519	25.97336018	33.60416	32.979489	29.2819618	30.75178486	22.54151011	26.82622345
PIAS4	21.225606	26.33933	18.08704	27.82284	14.10727	36.64687286	21.082181	17.687213	21.82063	17.13286	19.91098509	19.50495	19.08414
PIBF1	18.476414	10.79959	11.27786	24.182576	14.680669	23.326234	20.57245	17.564472	17.81839	15.976831	8.645787	12.056995	10.943612
PICALM	79.752869	51.059101	88.370257	93.87762029	75.768837	60.53925	57.422708	67.069773	60.223805	68.462015	47.50658302	68.987064	70.05444805
PICK1	7.329197029	2.920312	7.315059014	12.258419	3.09717	5.214659002	4.617305	7.786675	8.335780364	6.631321	18.840794	4.735945	6.820102
PID1	17.396318	36.763331	31.69965	46.41224	16.12501	46.9016	12.124107	33.435053	16.486708	18.27968	8.241756	45.6854	47.040323
PIF1	6.6526604	3.24012305	3.3703807	3.1446797	3.279607869	2.18827132	2.12292508	2.700454489	2.78736281	5.5550285	3.9691677	2.10183897	1.369439301
PIFO	0	0.1926569	0.378502	0	0	0	0.0337675	0.449208	0	0.711377	0	0	0
PIGA	24.235507	10.11306354	9.34573	16.48517635	14.8836368	22.3149341	9.91031572	8.493175	6.25579553	7.334555002	13.91346991	21.54363232	15.42934203
PIGB	40.06352051	36.187152	35.100387	32.00316	50.03914	37.403908	30.32386043	38.03015	34.443696	35.240328	38.7194224	35.620345	45.168223
PIGC	56.2962	39.30907	49.949052	56.5867	48.924364	50.24253	51.965735	52.952794	58.311515	59.246993	61.480983	48.94813	41.05621
PIGF	38.967302	28.41741	37.500486	33.10181	36.602715	37.24969	20.5131926	28.40417	28.37177	29.301539	35.46297	26.051374	25.89672
PIGG	56.97171349	42.724146	46.81705907	61.96554673	53.71409113	54.031886	44.578207	60.53417828	40.13892078	40.24345307	37.068745	39.02603942	58.340483
PIGH	58.101812	55.530691	60.314318	58.354878	58.918256	54.087833	30.662684	32.036286	51.289887	43.99863	43.983011	41.550948	55.53527
PIGK	26.352642	28.55851	16.520619	22.58221	25.093105	30.979042	16.329043	20.68182	16.419719	22.905043	23.19463	14.23402	25.69123
PIGL	41.147677	61.327405	43.5221264	67.342042	73.2723	32.957584	50.464451	50.201988	56.74179	59.4876	63.297365	48.270686	47.472245
PIGN	32.91168604	35.3695903	34.62321205	43.13201358	34.17899832	41.17485302	37.3506499	40.99621412	34.6743449	38.54687031	30.1379262	36.40840391	38.11248801
PIGO	7.864455	20.450887	13.758326	21.9022318	13.926081	16.332575	15.512058	18.826791	15.130162	19.148941	21.09469038	14.571214	17.029819
PIGP	11.910651	10.421782	14.84127	12.39819401	9.451324	10.5994197	7.725683	7.472347	12.058507	10.981757	11.0520113	8.335098	9.882697
PIGQ	23.7417402	34.346516	40.09588791	48.786581	60.9974382	18.64894	30.809486	31.12470872	31.755385	34.7373071	35.773543	19.16035004	42.5327237
PIGS	73.7330638	76.601944	103.183789	95.23474503	74.703441	72.093546	69.468885	58.027006	68.667673	70.53761722	71.424206	64.9230415	81.180605
PIGT	109.2342088	132.4373505	123.9639313	143.541208	110.4614058	139.3146953	103.6408089	95.06428654	107.496495	92.28422426	109.9063071	125.532749	121.7699019
PIGU	32.53498	21.200591	23.731419	27.129605	18.942889	18.65501736	24.22526	24.04652	28.31708	25.888072	26.645902	18.904529	16.49556047
PIGV	19.084618	6.169869	11.51194	17.682833	13.33441	8.71026061	9.218833	11.805093	15.560162	19.283288	14.789315	6.32176	11.582796
PIGW	7.518205	19.84844	10.47769	9.69904	14.968146	15.29098	6.43152	9.62564	6.011701	8.60364	4.292921	7.1983	11.10016
PIGX	7.368319	7.40452	15.856082	7.060382	7.853284	6.418047	6.573337	9.479881	8.315077	18.428527	12.224703	16.21909921	8.464325
PIGZ	1.168327	0	4.382367	0.562309	0.736035	0.183943	1.943337	2.396783	3.204392	3.765011	2.003742	2.007658	0.283736
PIH1D1	112.4311239	93.486087	108.578588	124.338904	121.839278	124.822186	88.51918	96.24983	125.592284	98.0228059	100.498534	92.53826	114.169629
PIK3AP1	41.817842	51.70861	48.069552	48.39795	35.354625	37.389185	52.152173	50.87849	40.940068	59.706969	49.49312	37.881091	48.566768
PIK3C2A	12.1072613	8.0482024	4.969746	7.180457	9.60569	5.50003	7.40792	16.238192	6.21675	9.0611335	12.356305	11.2646364	7.626613
PIK3C2B	5.116676	4.146987369	2.5479267	2.702739	5.812190012	2.837257	3.564604	7.259111	6.25975291	2.777746	5.477650758	1.806455	3.106497
PIK3C3	43.2506313	37.7934196	44.80755032	47.566902	40.6876272	44.564888	33.911805	55.325344	38.776879	40.150476	58.686851	46.255545	45.138981
PIK3CB	22.46502999	31.23683459	13.24819954	24.23304967	20.30898311	18.85154701	12.12440824	21.876066	23.53076	17.57285508	24.69790386	13.47635594	29.43699227
PIK3CD	86.043602	91.39643132	67.06900187	82.27183204	91.73398	77.86340072	104.500964	107.84806	94.33348002	85.67657628	106.402889	86.24212242	95.64308689
PIK3CG	39.11059	56.37277	28.12579	47.17515114	59.83835	56.40608	25.83057	45.67467	34.65235	40.36086	46.89229	49.904974	65.6171199
PIK3IP1	167.26646	137.687061	242.045393	271.386204	237.78736	252.096405	191.47361	159.592002	250.526983	213.69881	199.76558	142.866027	340.9382
PIK3R1	36.313061	28.39347	39.172792	50.262937	21.336854	122.893173	38.72491112	39.278391	58.103891	35.61412301	38.567725	108.022386	90.427411
PIK3R2	0.865177	0	1.638489	0.722117	1.359158	1.667521	1.784442	1.9876333	1.75696	3.500572	2.329834	1.533612	5.999688
PIK3R3	1.53371	5.43999	1.229852	5.368444	1.573562	0.338451	0.830028	2.127299	4.1895611	1.296508	2.969252902	1.799112	1.6886262
PIK3R4	18.54714018	18.407811	21.79789	13.863804	20.787797	9.0975101	14.79195	22.37771	22.14796	20.989784	25.1928206	10.520314	22.020752
PIK3R5	91.672745	76.557391	100.5798367	117.0271649	83.637382	70.37765	79.87730232	107.048163	78.35399	82.590122	91.55316732	91.1571073	108.1167768
PIK3R6	6.15138	10.6247	7.92808	10.327495	11.637765	8.413559	8.563779006	12.64473	6.820625	6.789359	10.27647	9.157222002	11.81979356
PIKFYVE	8.786698	9.057496	10.449015	9.28679	11.381809	7.5037	8.997429	12.437563	10.576401	8.01227	10.3216686	9.938644	12.091304
PILRA	218.109165	292.4179	176.083842	238.270011	230.49032	239.29172	169.014373	175.75062	168.928253	192.103989	217.102894	274.67347	271.05952
PILRB	55.30839308	32.789247	49.26096889	56.264921	49.3081	55.73300994	44.54994281	61.437235	42.337652	47.980899	40.0686498	29.978975	40.270187
PIM1	165.98241	165.87506	153.2772	116.8728	154.1698	109.85569	161.2388	200.6197	237.736	143.4579	214.7268	105.94777	131.11088
PIM2	185.14147	170.68281	225.1633	201.2815	295.1724	188.7461	195.7098	207.17486	189.19661	162.80789	212.86848	166.28386	196.4191
PIM3	26.3634	18.538218	23.0855	22.782536	15.2897	15.8956	18.6098	9.35368	13.9981	11.6141	10.4315	39.090009	33.453407
PIN1	65.638929	56.03323	52.66188	51.98381	49.906678	53.013099	39.07369	42.782473	51.290028	49.249286	43.92488	49.565428	56.56812
PIN4	11.87627	5.892998	10.6613	7.339363	3.49168	4.290547	4.291496	6.282655	7.011177	5.69637	7.901273	3.561641	5.808994
PINK1	3.16209	5.23701	9.681155	4.59165	2.55836	3.615924	4.490586	8.889308	12.89271	7.179802	15.97536	2.779759	6.54997
PINK1-AS	1.41483	3.57281	1.78674	3.12	3.20491	1.49245	1.9555	2.03365	0.981726	1.16704	1.48672	1.40282	0.901385
PINLYP	1.526295	1.315774	0.655185	1.351869	1.180395	1.17814	1.690987	0.976599	0.710578	1.226222	1.68842	1.887098	1.04579
PINX1	11.688456	6.557212	12.135288	11.35560861	17.306156	15.1730903	10.958921	12.593416	10.95728	11.493968	10.35984	10.77079	11.586814
PIP4K2A	299.8418461	373.3964985	213.82474	370.44879	375.822345	288.536826	230.019799	269.3141357	230.60955	189.2434357	160.8519	239.921089	259.403156
PIP4K2B	11.81272	10.856005	15.083393	16.178091	12.5262	9.159244	9.34171	14.560072	10.8442	12.9776	9.12533	9.22165	10.6085
PIP4K2C	41.61326	36.039024	43.121722	46.871631	38.483166	36.061244	31.203817	40.319459	31.445954	28.116541	49.015555	27.772027	34.57875
PIP5K1A	33.470696	20.147409	22.74242213	26.66986	31.415275	32.115722	25.62849	32.646485	17.925793	19.659528	23.82494	25.427839	40.224969
PIP5K1B	3.394163	1.24272	5.093247	3.825427	1.921063	2.680899	2.695026	3.45229	2.550951	2.245912	1.444465	2.021919	2.01179
PIP5K1C	4.3833638	3.657569	6.950704	4.76834	1.50009	3.776171	6.022251	6.349443	5.4560116	5.7816383	4.6613054	7.26706	4.8292458
PISD	44.6170013	42.132242	54.879589	58.8720473	46.00650461	40.384654	59.65121475	57.16418	52.10190768	46.250116	70.337389	56.255077	39.01742
PITHD1	54.905111	52.20424	51.17641	64.894879	63.3495	43.3382	46.84935	45.099001	69.4022	48.33749	50.65905	50.38432	58.60586
PITPNA	7.984965005	14.213686	8.936528	14.394893	11.67975	12.995683	13.953932	14.165827	16.012577	13.0542004	9.115281	14.63241	24.60646081
PITPNA-AS1	1.80324	1.06576	2.07515	0.889252	1.00582	1.62407	0.681045	1.9396	3.56572	1.84581	1.32533	0	0
PITPNB	91.871093	95.84721	90.63549	89.871375	102.66608	71.20113	57.680271	70.207024	58.269103	54.983739	72.58707	51.527351	74.701222
PITPNC1	16.38333	19.96746	52.544802	31.053897	18.722861	14.66618	22.325591	26.093102	41.81765	38.54995	31.69687	17.016655	47.319152
PITPNM1	14.4964	15.48961639	25.86967402	14.91317728	22.104047	11.40133451	12.151853	22.873119	25.088433	19.425269	16.976582	21.286948	10.98653904
PITPNM2	0.332879933	1.316913602	4.210184295	2.892457495	3.272726029	2.784746097	3.043400999	3.294558	2.979188	4.007201259	5.494381194	0.674626205	2.788460176
PITRM1	25.90539	30.369479	42.23864	63.478044	59.824021	43.4282965	42.990682	39.529385	34.105924	33.469781	44.993336	41.430918	51.883349
PIWIL1	0.0828076	0.0244369	0.0483684	0.170878	0.0488545	0.0623398	0.0490183	0.103593	0.174872	0.11458	0	0.0453077	0.161564
PIWIL4	2.148678	3.17685	4.826506	1.34568	1.66275	5.33644	2.9322917	1.715226	3.013868	0.6726669	4.678074	1.5494875	1.36536
PJA1	16.40065	9.613843	14.832234	16.120326	23.94172	9.5586	20.42887	17.89485	13.6609307	15.21164312	13.648081	9.43810629	13.5597818
PJA2	75.66491	67.47156	67.590544	71.39094	82.12403	73.40819	67.19789	81.92942	63.15499	54.97593	77.90297	57.591104	95.08687
PKD1	17.739125	12.65078	13.39144071	27.352545	11.391128	6.052410377	15.47448981	17.45928356	14.79431363	19.927318	13.1475329	11.06449212	11.91540426
PKD2	0.775999	1.73383	3.06775	5.9846154	3.42789	3.444092	3.523145	1.2037802	3.274324	5.6550944	1.52454	3.256902	1.57297
PKD2L1	3.450737	0	0	0	0	0	1.451498	0.087656	3.570599	0.808513	4.5085309	3.3914343	0
PKHD1L1	0.175384	1.802162	0.3546409	0.0744157	1.8099757	0.310975	0.988283	4.473454	3.274065	1.342705	2.323107	0.687616	3.455213
PKIA	3.94698	7.7899	15.62772	11.02027	6.28676	7.02111	3.86178	9.05169	9.88822	8.03624	9.12966	2.145371	6.17089
PKIB	2.665502	1.52552	0.8336028	1.76385	1.92630954	3.365133262	0.27619	1.111434	1.670671	0.9442812	0.476581	1.222715	1.089982
PKIG	19.838977	18.79875	19.2527	10.567717	26.11311	33.313859	22.563168	36.706168	19.739692	13.60874	10.327275	15.44161	32.583555
PKM	487.44419	780.582613	700.608766	684.685294	665.485152	490.1763225	433.516089	521.3026241	439.587263	493.512566	474.531807	489.4309346	498.43068
PKMYT1	1.8503569	2.783929	4.490856	1.462309353	8.39828589	2.052803	2.587435444	5.964283	1.795304032	0.885442	9.721104	2.260877755	4.4986055
PKN1	60.246932	60.72135	73.528723	81.46136	63.360444	65.62365645	53.066062	57.63602035	61.753408	65.224545	61.36477848	60.740564	62.66226733
PKN2	17.285381	34.64504	16.470811	14.29216	18.69045	22.340535	12.211696	15.22961	14.931333	11.307235	20.84958	10.89221	26.67536
PKN3	0.200532	0.165948	2.119598	0.662931	0.3314852	1.437699	0.2160475	1.712836	0.525174	0.852282	0.244514	0.316346	0.4493068
PKNOX1	16.732692	14.451348	27.286475	26.822767	25.65737	22.776055	19.143285	12.986681	8.637687	10.5281287	14.599421	9.947986003	26.649383
PKP4	2.078857	4.9625894	8.4895509	5.726643	3.0997233	2.68891655	4.466659041	6.7929455	3.319773003	2.326225	2.8873987	3.3633673	5.015611793
PLA2G12A	23.70881	66.23456	39.82344	26.99206	16.618	41.71605	23.91122	43.92979	37.9177	32.7181	28.66166	30.71348	36.30621
PLA2G15	17.35191	19.015989	15.44559	10.25474	23.01424	10.073152	15.882146	16.745498	17.951532	19.781304	18.908047	15.9515183	12.802884
PLA2G16	19.410534	9.64292385	20.35455	17.50256	10.952292	9.2236	14.424711	22.45208	21.598913	25.93985	8.73651	14.37928	18.8058342
PLA2G1B	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4C	18.99001869	19.7344149	4.3895826	13.21772342	18.165285	7.432221	21.9102033	9.715387009	13.184678	3.9212116	5.652984	7.56591091	8.467985999
PLA2G6	21.6961389	12.337382	13.3101956	22.205753	38.673522	22.806147	15.425422	39.259786	35.890324	22.952169	39.37549316	24.45066732	22.543666
PLA2G7	15.84305	14.04436978	14.91932	15.72173	20.93659909	17.62074	19.118945	16.82032	15.29847	13.0878	13.35645	23.52563	16.06406
PLAA	38.82828	51.07906	50.86261	31.2955	41.55695	48.735641	36.522327	35.783079	31.906217	39.366211	44.026197	46.271325	41.98059
PLAC8	198.51113	160.26758	143.64677	108.50169	79.13328	141.81189	217.488157	163.91114	172.762827	189.672864	153.30572	139.594236	82.153806
PLAG1	1.607431	1.521854	3.390209	2.754216	3.213472	2.91838	1.502261	2.323985	2.009348	2.132282	3.031455	1.473444	3.50831
PLAGL1	10.72519703	21.700523	22.8379694	20.3100965	13.044943	14.31006748	15.6849555	13.5241659	18.59377514	16.604273	15.68150778	19.400877	16.02454703
PLAGL2	12.8046	12.6733	6.02385	8.88676	5.72675	7.84173	11.7019	8.65756	10.5551	11.8144	17.027	11.6335	5.48166
PLAUR	302.90227	327.994778	282.774408	377.52089	180.722324	673.695663	147.50495	96.765583	87.969529	104.880561	93.3899669	836.98935	747.96309
PLB1	18.014787	21.84714	14.056971	11.557282	17.241734	23.452043	12.54134318	17.061095	21.183227	25.16637901	19.749046	20.784332	12.164257
PLBD1	273.2868	546.154	507.6381	545.8088	260.3785	321.32278	356.51913	303.5132	243.1405	392.6317	337.25123	470.1715	391.7817
PLBD2	7.4674	9.781229	11.456589	12.635908	5.97844	8.247004	8.21996	16.689956	13.37456	11.358747	8.566286	8.75958	12.30599
PLCB1	8.391701845	15.62119057	16.60001658	14.79024644	7.43684508	6.954211028	7.738439718	12.5838704	7.538848562	6.566234288	4.3305538	4.362450005	7.640839136
PLCB2	33.758404	22.357883	32.5240877	26.084583	21.099333	36.945562	45.100895	40.530229	61.249322	61.386339	32.417445	45.144912	32.288728
PLCB3	1.164659	1.097933	1.042826	0.349557	0.806563	0.543327	0.781452	0.973505	0.948583	1.029762	0.720746	0.8922666	0.192869
PLCD1	17.201697	8.91583	12.91931077	19.379227	22.64201	9.665988	10.359066	17.709824	16.4314757	19.78331	26.25627	14.989251	20.98672001
PLCE1	1.586424	1.664866	3.719784	3.29944	2.26656	1.86263	2.879329	3.53623	2.466775	2.792072	3.6081278	1.252847	2.347379
PLCG1	29.504767	30.844418	47.906582	39.038022	39.881524	33.2150041	54.63467108	44.45018132	56.530243	45.618206	70.79548	36.4753608	68.769618
PLCG2	32.622434	28.78542	47.793535	33.531939	28.360647	36.9346459	45.878296	50.842751	38.17832	51.7229745	38.280503	44.494983	40.956947
PLCH2	1.200583	0.8700567	0.901508	2.309628	0.3692292	0.5481015	0.251014	0.476362	2.203227	1.245965	1.864958	1.1822621	0.2768236
PLCL1	3.958621	2.74778	2.826434	1.997867	1.20527	3.58269	1.15682	0.629104	1.040983001	2.270992	3.111313	2.212387	1.0471349
PLCL2	9.73938	13.52577	26.895405	22.10764	11.11761	18.821201	13.55894	11.85877	19.96182	17.159214	16.3686	14.003993	15.67116
PLCXD1	2.426739	1.507827	1.677207	3.905871	2.865907	4.485532	3.142107	2.4538921	1.3006755	0.9365881	3.877894	4.847821	3.113485
PLD1	7.225847	4.231538	6.779049	10.635024	5.031891	13.959872	5.593955	16.07879	14.160653	8.3288502	12.202941	10.849899	14.282326
PLD2	12.683861	12.582907	17.544905	15.04580218	21.267316	10.491704	7.099464	20.024963	20.841394	15.1853158	19.88055	12.148139	16.0232
PLD3	127.5558832	224.3578529	185.92297	212.1266057	219.7742206	155.1106262	177.935511	163.9627761	167.9302143	145.256662	127.126013	158.7949102	160.8270296
PLD4	51.926802	80.352185	78.724974	74.098952	84.702724	75.970154	59.90748	52.905828	48.80275	47.634383	45.12123	46.662551	69.909102
PLD6	7.06294	5.45803	5.27051	3.23061	2.77917	4.9588	4.66064	8.2826	4.69983	4.05841	2.88706	1.98072	5.61086
PLEC	14.41020783	15.96137551	20.05895087	19.13063954	16.51140852	14.84120323	14.77132442	12.44575533	17.45590174	18.62847629	15.1651622	15.26361824	13.5185923
PLEK	621.8244	726.7348	510.0558	475.3817	442.1391	467.1633	434.2978	362.0711	260.2834	326.4186	302.0546	435.1866	396.1777
